instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,leaflets,price reduction,casual,registered,cnt,date_offset,season_clean,weekday_clean
211,2011-07-30,3.0,0,7,0,6,0,1,32.1667,0.728537,69.87495,0.168537,637,0,1559,2916,4475,410,3,5
437,2012-03-12,1.0,1,3,0,1,1,1,18.6667,0.459592,73.37505,0.207713,497,0,838,4460,5298,1292,1,0
12,2011-01-12,1.0,0,1,0,3,1,1,6.9091,0.160473,89.93175,0.304627,889,0,25,1137,1162,1092,1,2
598,2012-08-20,3.0,1,8,0,1,1,2,25.4333,0.595967,110.12505,0.12997899999999998,611,0,1026,5504,6530,500,3,0
343,2011-12-09,4.0,0,12,0,5,1,1,11.6333,0.317542,104.37495,0.08271669999999999,875,0,261,3359,3620,889,4,4
526,2012-06-09,2.0,1,6,0,6,0,1,28.4333,0.648367,65.56245,0.144287,593,0,2708,4790,7498,289,2,5
251,2011-09-08,3.0,0,9,0,-1,1,3,25.3565,0.555361,140.93475,0.192748,684,1,153,1689,1842,588,3,3
435,2012-03-10,1.0,1,3,0,6,0,1,11.5,0.277767,52.56255,0.22575,994,1,968,3150,4118,1290,1,5
593,2012-08-15,3.0,1,8,0,3,1,1,28.2667,0.654037,92.93745,0.169771,501,0,1198,6149,7347,495,3,2
394,2012-01-29,1.0,1,1,0,0,0,1,11.3,0.272721,46.6875,0.24005,836,0,558,2685,3243,1109,1,6
228,2011-08-16,3.0,0,8,0,2,1,1,28.0333,0.645837,86.74995,0.236329,1019,0,721,4004,4725,496,3,1
708,2012-12-08,4.0,1,12,0,6,0,2,15.2667,0.389508,136.6875,0.101379,620,0,1153,4429,5582,888,4,5
42,2011-02-11,1.0,0,2,0,5,1,1,7.5636,0.213509,75.9546,0.10855,946,0,149,1597,1746,1191,1,4
412,2012-02-16,1.0,1,2,0,4,1,2,12.6667,0.330162,112.93755,0.091425,632,0,74,2931,3005,1196,1,3
360,2011-12-26,1.0,0,12,1,1,0,1,12.8696,0.315535,76.04355,0.239465,465,0,430,887,1317,906,1,0
551,2012-07-04,3.0,1,7,1,3,0,1,31.5667,0.732337,80.8125,0.13495,702,0,2562,4841,7403,384,3,2
390,2012-01-25,1.0,1,1,0,3,1,1,11.7667,0.294821,96.5625,0.161071,465,0,467,3803,4270,1105,1,2
650,2012-10-11,4.0,1,10,0,4,1,1,17.4,0.431167,69.49995,0.181596,725,0,834,6736,7570,691,4,3
566,2012-07-19,3.0,1,7,0,4,1,1,30.8,0.714642,90.06255,0.165429,602,0,888,5703,6591,399,3,3
574,2012-07-27,3.0,1,7,0,5,1,1,31.2667,0.734217,89.18745,0.15299200000000002,948,0,1259,5645,6904,407,3,4
266,2011-09-23,4.0,0,9,0,5,1,2,24.3667,0.522125,145.875,0.0783667,612,0,258,2137,2395,603,4,4
627,2012-09-18,3.0,1,9,0,2,1,2,24.9333,0.565067,130.875,0.357587,795,0,371,3702,4073,598,3,1
109,2011-04-19,2.0,0,4,0,2,1,2,20.2333,0.489258,99.87495,0.157971,707,0,409,2795,3204,99,2,1
612,2012-09-03,3.0,1,9,1,1,0,1,28.3,0.661629,118.62495,0.151121,469,0,1965,4069,6034,583,3,0
63,2011-03-04,1.0,0,3,0,5,1,2,10.4667,0.255679,91.56255,0.203346,932,1,214,1730,1944,1284,1,4
542,2012-06-25,3.0,1,6,0,1,1,1,28.6333,0.654042,75.62505,0.300383,932,1,1139,5640,6779,305,3,0
636,2012-09-27,4.0,1,9,0,4,1,2,26.0,0.607975,103.62495,0.13434200000000002,472,0,751,6642,7393,607,4,3
167,2011-06-16,2.0,0,6,0,4,1,2,25.1333,0.595346,103.24995,0.206471,462,0,545,3222,3767,296,2,3
259,2011-09-16,3.0,0,9,0,5,1,2,18.7667,0.461475,88.56255,0.164183,467,0,742,4018,4760,596,3,4
87,2011-03-28,,0,3,0,1,1,1,10.5739,0.257574,45.3261,0.212204,870,0,222,1806,2028,8,2,0
603,2012-08-25,3.0,1,8,0,6,0,2,26.4667,0.618696,106.93755,0.244408,477,0,1829,4224,6053,505,3,5
701,2012-12-01,,1,12,0,6,0,2,11.9333,0.316904,121.00005,0.059704199999999985,602,0,951,4240,5191,881,4,5
337,2011-12-03,4.0,0,12,0,6,0,1,11.9667,0.310604,91.93755,0.0957833,473,0,706,2908,3614,883,4,5
40,2011-02-09,,0,2,0,3,1,2,5.3913,0.144283,74.21745,0.188839,474,0,53,1552,1605,1189,1,2
518,2012-06-01,,1,6,0,5,1,2,26.1667,0.607962,113.31255,0.237563,853,1,533,3594,4127,281,2,4
478,2012-04-22,2.0,1,4,0,-1,0,3,15.8667,0.389504,125.31255,0.344546,603,0,120,907,1027,102,2,6
396,2012-01-31,1.0,1,1,0,2,1,1,15.6,0.381317,62.50005,0.261817,963,0,324,4185,4509,1111,1,1
195,2011-07-14,3.0,0,7,0,4,1,1,27.2333,0.635104,71.4375,0.240667,711,1,888,4196,5084,394,3,3
268,2011-09-25,4.0,0,9,0,0,0,2,25.3667,0.572637,126.75,0.0503792,1030,0,1544,3466,5010,605,4,6
491,2012-05-05,2.0,1,5,0,6,0,2,24.8667,0.584608,113.50005,0.15299200000000002,1007,0,2496,4387,6883,185,2,5
278,2011-10-05,4.0,0,10,0,3,1,1,21.5333,0.527138,97.18755,0.17725,935,0,559,4267,4826,685,4,2
724,2012-12-24,1.0,1,12,0,1,1,2,9.2522,0.2589,,0.07723039999999999,1030,1,174,746,920,904,1,0
186,2011-07-05,3.0,0,7,0,2,1,1,29.8667,0.696338,88.56255,0.12625799999999998,874,0,1031,3634,4665,385,3,1
604,2012-08-26,3.0,1,8,0,0,0,2,26.1333,0.595996,126.87495,0.228858,644,0,1483,3772,5255,506,3,6
476,2012-04-20,2.0,1,4,0,5,1,1,21.0667,0.515775,104.18745,0.149871,507,0,1340,5950,7290,100,2,4
572,2012-07-25,3.0,1,7,0,3,1,1,28.9667,0.654054,67.5,0.1648,789,1,1383,6790,8173,405,3,2
231,2011-08-19,3.0,0,8,0,5,1,2,27.4,0.633221,108.43755,0.139308,687,0,797,3356,4153,499,3,4
280,2011-10-07,,0,10,0,5,1,1,20.4333,0.504404,102.62505,0.0223917,991,0,949,4036,4985,687,4,4
723,2012-12-23,1.0,1,12,0,0,0,1,9.8333,0.259471,77.31255,0.13308299999999998,490,0,408,1379,1787,903,1,6
95,2011-04-05,2.0,0,4,0,2,1,2,16.5667,0.39835,96.31245,0.388067,626,0,167,1628,1795,85,2,1
56,2011-02-25,1.0,0,2,0,5,1,2,14.5739,0.350461,,0.346539,493,0,120,1341,1461,1205,1,4
632,2012-09-23,4.0,1,9,0,0,0,1,21.1667,0.518933,70.06245,0.223258,888,0,2454,5453,7907,603,4,6
371,2012-01-06,1.0,1,1,0,5,1,1,13.3667,0.340267,81.31245,0.167908,559,0,307,3791,4098,1086,1,4
170,2011-06-19,2.0,0,6,0,-1,0,2,27.9667,0.645846,100.00005,0.102,1019,0,1639,3105,4744,299,2,6
218,2011-08-06,3.0,0,8,0,6,0,2,28.6667,0.676154,,0.22825,711,0,1521,2773,4294,486,3,5
155,2011-06-04,2.0,0,6,0,6,0,1,25.4,0.594696,68.4375,-1.0,624,0,1869,3473,5342,284,2,5
492,2012-05-06,2.0,1,5,0,0,0,2,22.5,0.546737,111.0,0.14987899999999998,527,0,2135,4224,6359,186,2,6
672,2012-11-02,4.0,1,11,0,5,1,1,14.2,0.356042,78.31245,0.266175,578,0,618,5229,5847,782,4,4
168,2011-06-17,2.0,0,6,0,5,1,1,25.9667,0.600383,110.37495,0.143029,659,1,863,3981,4844,297,2,4
389,2012-01-24,1.0,1,1,0,2,1,1,13.7,0.349108,,0.123767,866,0,439,3900,4339,1104,1,1
322,2011-11-18,4.0,0,11,0,5,1,1,10.9667,0.272721,61.5,0.168533,673,0,245,3147,3392,798,4,4
333,2011-11-29,4.0,0,11,0,2,1,2,18.3333,0.451375,124.62495,0.258092,767,0,96,2818,2914,809,4,1
126,2011-05-06,2.0,0,5,0,5,1,1,19.1667,0.474117,,0.228246,695,0,894,3714,4608,186,2,4
504,2012-05-18,2.0,1,5,0,5,1,1,22.5667,0.551121,78.49995,0.136817,550,0,1521,6118,7639,198,2,4
101,2011-04-11,2.0,0,4,0,1,1,2,23.8261,0.565217,107.5434,0.324474,799,0,855,2493,3348,91,2,0
456,2012-03-31,2.0,1,3,0,6,0,2,16.9667,0.421708,110.74995,0.25061700000000003,538,0,2301,3934,6235,11,2,5
576,2012-07-29,3.0,1,7,0,0,0,1,28.8667,0.667933,93.5625,0.170396,523,0,2153,4444,6597,409,3,6
355,2011-12-21,1.0,0,12,0,3,1,2,17.1333,0.428017,128.74995,0.2214,942,0,107,2553,2660,901,1,2
171,2011-06-20,2.0,0,6,0,1,1,2,25.4,0.595346,111.9375,0.155475,1018,0,699,3311,4010,300,2,0
60,2011-03-01,1.0,0,3,0,2,1,1,10.6667,0.263879,80.25,0.216425,971,0,137,1714,1851,1281,1,1
158,2011-06-07,2.0,0,6,0,2,1,1,28.3,0.65595,89.68755,0.187808,464,1,763,4070,4833,287,2,1
308,2011-11-04,4.0,0,11,0,5,1,2,16.1333,0.403392,93.375,0.271779,769,0,470,3576,4046,784,4,4
302,2011-10-29,4.0,0,10,0,6,0,3,10.1667,0.227913,132.375,0.351371,936,0,57,570,627,709,4,5
731,2012-12-31,1.0,1,12,0,1,1,2,8.6333,0.223487,86.625,0.154846,585,0,439,2290,2729,911,1,0
432,2012-03-07,,1,3,0,3,1,1,16.1667,0.3851,76.99995,0.345779,490,0,432,4484,4916,1287,1,2
178,2011-06-27,3.0,0,6,0,1,1,2,27.3,0.637004,98.74995,0.10758800000000003,819,0,854,3854,4708,307,3,0
212,2011-07-31,3.0,0,7,0,0,0,1,32.2333,0.729796,72.12495,0.16481300000000002,724,0,1524,2778,4302,411,3,6
553,2012-07-06,3.0,1,7,0,5,1,1,33.1333,0.752533,67.62495,0.146142,797,0,1366,4841,6207,386,3,4
84,2011-03-25,2.0,0,3,0,5,1,1,10.5667,0.256312,74.25,0.230725,776,0,300,1910,2210,5,2,4
728,2012-12-28,1.0,1,12,0,5,1,2,10.1333,0.255046,88.5,0.155471,562,0,644,2451,3095,908,1,4
172,2011-06-21,3.0,0,6,0,2,1,2,27.2333,0.637646,115.56255,0.171025,474,0,774,4061,4835,301,3,1
618,2012-09-09,,1,9,0,0,0,1,24.4,0.578925,82.125,0.224496,494,0,2570,5657,8227,589,3,6
223,2011-08-11,3.0,0,8,0,4,1,1,28.7,0.651521,63.5625,0.164796,980,0,812,3980,4792,491,3,3
2,2011-01-02,1.0,0,1,0,0,0,2,14.5391,0.353739,104.41305,0.248539,837,1,131,670,801,1082,1,6
688,2012-11-18,4.0,1,11,0,0,0,1,13.7,0.337746,103.93755,0.227612,899,0,922,3747,4669,798,4,6
51,2011-02-20,1.0,0,2,0,0,0,1,11.4087,0.27733,61.1739,0.223235,628,0,639,1173,1812,1200,1,6
147,2011-05-27,2.0,0,5,0,5,1,1,27.2667,0.637008,98.0625,0.240679,789,0,871,3808,4679,207,2,4
247,2011-09-04,3.0,0,9,0,0,0,1,28.3667,0.665429,111.31245,0.206467,606,0,2521,2419,4940,584,3,6
570,2012-07-23,3.0,1,7,0,1,1,1,29.6667,0.690017,104.12505,0.138683,603,0,1135,5831,6966,403,3,0
10,2011-01-10,1.0,0,1,0,1,1,1,6.0333,0.15088800000000002,72.43755,0.223267,897,0,41,1280,1321,1090,1,0
217,2011-08-05,3.0,0,8,0,5,1,1,28.4333,0.656567,94.62495,0.184696,747,0,1023,3843,4866,485,3,4
684,2012-11-14,4.0,1,11,0,3,1,1,11.5667,0.281563,82.81245,0.199625,478,0,373,5122,5495,794,4,2
75,2011-03-16,1.0,0,3,0,3,1,2,14.6087,0.36693,116.4783,0.203117,837,0,321,1871,2192,1296,1,2
610,2012-09-01,3.0,1,9,0,6,0,2,30.1333,0.702654,95.74995,0.113187,823,0,2352,3788,6140,581,3,5
544,2012-06-27,3.0,1,6,0,3,1,1,27.9,0.640792,54.0,0.271775,897,0,1077,6258,7335,307,3,2
495,2012-05-09,2.0,1,5,0,3,1,2,23.0,0.553025,111.62505,0.216412,571,0,620,4097,4717,189,2,2
443,2012-03-18,1.0,1,3,0,0,0,2,18.9,0.464,121.5,0.126883,1016,1,2207,3685,5892,1298,1,6
561,2012-07-14,3.0,1,7,0,6,0,2,28.1333,0.666042,104.87505,0.143679,809,0,2355,4614,6969,394,3,5
692,2012-11-22,,1,11,1,4,0,1,13.6,0.350371,87.06255,0.05287080000000001,535,0,955,1470,2425,802,4,3
494,2012-05-08,,1,5,0,2,1,2,23.2667,0.557471,102.87495,0.296029,596,0,738,4990,5728,188,2,1
99,2011-04-09,2.0,0,4,0,6,0,2,13.7,0.341529,131.625,0.13308299999999998,803,0,879,1576,2455,89,2,5
54,2011-02-23,1.0,0,2,0,3,1,1,8.8696,0.245717,63.45645,0.094113,674,1,139,1778,1917,1203,1,2
250,2011-09-07,3.0,0,9,0,3,1,3,23.9667,0.544229,137.56245,0.0970208,892,0,118,1878,1996,587,3,2
131,2011-05-11,2.0,0,5,0,3,1,1,21.7,0.5284,94.93755,0.120642,549,0,550,3632,4182,191,2,2
500,2012-05-14,2.0,1,5,0,1,1,2,22.9333,0.5499,118.43745,0.212692,768,0,342,2501,2843,194,2,0
522,2012-06-05,2.0,1,6,0,2,1,2,21.6333,0.525892,91.99995,0.209575,831,0,968,6033,7001,285,2,1
538,2012-06-21,3.0,1,6,0,4,1,1,32.2333,0.752542,85.18755,0.118787,692,0,778,5127,5905,301,3,3
191,2011-07-10,3.0,0,7,0,0,0,1,29.9,0.690025,86.74995,0.183471,492,0,1743,3138,4881,390,3,6
238,2011-08-26,3.0,0,8,0,5,1,1,28.0,0.659733,114.1875,0.0839625,875,0,768,3893,4661,506,3,4
80,2011-03-21,2.0,0,3,0,1,1,2,17.2174,0.409735,110.60865,0.288783,817,0,401,1676,2077,1,2,0
47,2011-02-16,1.0,0,2,0,3,1,1,12.7304,0.3162,63.5217,0.251791,1029,0,218,1897,2115,1196,1,2
6,2011-01-06,1.0,0,1,0,4,1,1,8.1739,0.23320900000000006,77.73915,0.0895652,734,1,88,1518,1606,1086,1,3
414,2012-02-18,1.0,1,2,0,6,0,1,13.8667,0.355425,80.18745,0.190929,900,0,1435,2883,4318,1198,1,5
384,2012-01-19,1.0,1,1,0,-1,1,1,7.6,0.190038,74.625,0.220158,637,0,130,3162,3292,1099,1,3
166,2011-06-15,,0,6,0,3,1,1,25.0667,0.587754,70.75005,0.16791199999999998,749,0,769,4411,5180,295,2,2
375,2012-01-10,1.0,1,1,0,2,1,1,12.3478,0.318826,96.9783,0.187552,598,0,173,3425,3598,1090,1,1
282,2011-10-09,4.0,0,10,0,0,0,1,21.6333,0.523983,109.125,0.06345,581,0,2397,3114,5511,689,4,6
224,2011-08-12,,0,8,0,5,1,1,28.3333,0.654042,62.25,-1.0,835,0,1051,3854,4905,492,3,4
521,2012-06-04,2.0,1,6,0,1,1,1,23.9,0.578283,73.06245,0.284833,860,0,1071,5927,6998,284,2,0
293,2011-10-20,4.0,0,10,0,4,1,1,19.0333,0.466525,95.4375,0.422275,751,1,471,3724,4195,700,4,3
635,2012-09-26,4.0,1,9,0,3,1,1,25.4,0.5966130000000001,94.62495,0.2444,1001,0,787,6946,7733,606,4,2
215,2011-08-03,3.0,0,8,0,3,1,2,29.2667,0.679937,98.625,0.13558299999999998,934,0,467,3107,3574,483,3,2
607,2012-08-29,3.0,1,8,0,3,1,1,27.4,0.635733,82.81245,0.112562,575,0,1177,6520,7697,509,3,2
177,2011-06-26,3.0,0,6,0,0,0,1,27.2,0.637629,76.99995,0.0945333,976,0,1920,3385,5305,306,3,6
36,2011-02-05,1.0,0,2,0,6,0,2,9.3333,0.243058,139.37505,0.161079,707,0,100,905,1005,1185,1,5
438,2012-03-13,1.0,1,3,0,2,1,1,22.6,0.542929,92.625,0.23695,889,0,762,5085,5847,1293,1,1
461,2012-04-05,,1,4,0,4,1,1,17.4,0.431163,56.12505,0.219529,518,1,1192,5265,6457,85,2,3
311,2011-11-07,4.0,0,11,0,-1,1,1,15.8,0.400871,113.8125,0.057225,606,0,373,3662,4035,787,4,0
379,2012-01-14,,1,1,0,6,0,1,7.2,0.183087,68.625,0.187183,944,0,333,2160,2493,1094,1,5
391,2012-01-26,1.0,1,1,0,4,1,2,13.6667,0.35605,115.43745,0.07339580000000001,784,1,244,3831,4075,1106,1,3
664,2012-10-25,4.0,1,10,0,4,1,2,22.0,0.529688,120.06255,0.124375,492,0,875,6484,7359,705,4,3
710,2012-12-10,4.0,1,12,0,1,1,2,17.4333,0.435575,138.75,0.190308,1031,0,329,4841,5170,890,4,0
563,2012-07-16,,1,7,0,1,1,1,30.5333,0.724125,96.75,0.164187,639,0,1088,5742,6830,396,3,0
678,2012-11-08,,1,11,0,4,1,1,14.087,0.341891,50.0217,0.347835,554,0,340,4975,5315,788,4,3
457,2012-04-01,2.0,1,4,0,0,0,2,17.0333,0.417287,101.4375,0.172267,664,0,2347,3694,6041,81,2,6
625,2012-09-16,3.0,1,9,0,0,0,1,23.2,0.563125,85.5,0.0901833,589,0,2166,5167,7333,596,3,6
616,2012-09-07,,1,9,0,5,1,1,28.1333,0.657204,,0.171646,929,0,1045,6459,7504,587,3,4
410,2012-02-14,1.0,1,2,0,2,1,2,12.7667,0.333946,76.3125,0.141179,921,1,135,3787,3922,1194,1,1
130,2011-05-10,2.0,0,5,0,2,1,1,21.3,0.522721,73.37505,0.115671,473,0,694,4109,4803,190,2,1
319,2011-11-15,4.0,0,11,0,2,1,2,21.2,0.507579,103.3125,0.199633,852,0,449,3746,4195,795,4,1
225,2011-08-13,3.0,0,8,0,6,0,2,27.4333,0.645858,109.43745,0.211454,935,0,1504,2646,4150,493,3,5
5,2011-01-05,1.0,0,1,0,3,1,1,9.0783,0.22927,65.54355,0.1869,745,0,82,1518,1600,1085,1,2
150,2011-05-30,2.0,0,5,1,1,0,1,29.3333,0.671092,102.75,0.131225,483,0,1549,2549,4098,210,2,0
727,2012-12-27,1.0,1,12,0,4,1,2,10.1667,0.226642,97.93755,0.350133,561,0,247,1867,2114,907,1,3
160,2011-06-09,2.0,0,6,0,4,1,2,32.3333,0.757579,85.24995,0.149883,906,0,563,3352,3915,289,2,3
207,2011-07-26,3.0,0,7,0,2,1,1,30.8667,0.696979,81.12495,0.200258,692,0,750,3840,4590,406,3,1
479,2012-04-23,,1,4,0,1,1,2,12.8667,0.301125,115.00005,0.303496,512,1,195,3019,3214,103,2,0
381,2012-01-16,1.0,1,1,1,1,0,1,7.6,0.190663,78.375,0.231358,709,0,217,2081,2298,1096,1,0
374,2012-01-09,1.0,1,1,0,1,1,2,8.9667,0.247479,105.25005,0.0989,644,0,106,2270,2376,1089,1,0
118,2011-04-28,,0,4,0,4,1,2,24.7,0.578929,,0.320908,763,0,569,3489,4058,108,2,3
73,2011-03-14,1.0,0,3,0,1,1,1,13.0087,0.332,74.54355,0.136926,926,0,359,1687,2046,1294,1,0
62,2011-03-03,1.0,0,3,0,4,1,1,7.9333,0.200133,47.74995,0.225754,759,0,123,1562,1685,1283,1,3
530,2012-06-13,2.0,1,6,0,3,1,1,26.2333,0.611117,87.31245,0.343279,865,0,1173,6248,7421,293,2,2
33,2011-02-02,1.0,0,2,0,3,1,2,10.4,0.254417,116.31255,0.264308,678,0,72,1454,1526,1182,1,2
57,2011-02-26,1.0,0,2,0,6,0,1,11.3,0.282192,80.68755,0.186571,522,0,424,1545,1969,1206,1,5
405,2012-02-09,1.0,1,2,0,4,1,1,10.6,0.261988,84.31245,0.194037,1010,0,163,3667,3830,1189,1,3
400,2012-02-04,1.0,1,2,0,6,0,2,10.5667,0.272725,116.93745,0.121896,953,1,384,2448,2832,1184,1,5
392,2012-01-27,,1,1,0,5,1,2,17.0,0.415383,111.1875,0.342667,977,0,269,3187,3456,1107,1,4
613,2012-09-04,3.0,1,9,0,2,1,1,29.0333,0.686888,113.25,0.236321,872,0,867,5997,6864,584,3,1
29,2011-01-29,1.0,0,1,0,6,0,1,7.8609,0.212126,,0.14536500000000002,1018,0,123,975,1098,1109,1,5
475,2012-04-19,2.0,1,4,0,4,1,1,19.9333,0.493046,91.875,0.0659292,584,0,846,5719,6565,99,2,3
307,2011-11-03,4.0,0,11,0,4,1,1,16.3333,0.405921,,0.136817,1021,0,318,3656,3974,783,4,3
340,2011-12-06,4.0,0,12,0,2,1,3,18.5,0.4564,142.43745,0.232583,459,0,126,2468,2594,886,4,1
114,2011-04-24,2.0,0,4,0,0,0,2,23.2667,0.551763,121.62495,0.192175,697,0,1710,2481,4191,104,2,6
674,2012-11-04,4.0,1,11,0,0,0,1,13.0333,0.329538,79.93755,0.179108,684,0,1201,3906,5107,784,4,6
454,2012-03-29,,1,3,0,4,1,1,19.7667,0.482304,65.87505,0.31965,956,0,834,5299,6133,9,2,3
165,2011-06-14,2.0,0,6,0,2,1,1,24.1667,0.591546,76.06245,0.269283,858,0,727,4164,4891,294,2,1
300,2011-10-27,4.0,0,10,0,4,1,2,18.8,0.457046,121.93755,0.197763,518,0,240,2419,2659,707,4,3
532,2012-06-15,2.0,1,6,0,5,1,1,25.5667,0.599754,88.43745,0.176617,709,0,1563,6102,7665,295,2,4
560,2012-07-13,3.0,1,7,0,5,1,2,29.2667,0.667933,72.87495,0.08085,500,0,1511,5988,7499,393,3,4
467,2012-04-11,2.0,1,4,0,3,1,1,13.9478,0.337274,70.43475,0.295274,767,0,482,4380,4862,91,2,2
567,2012-07-20,3.0,1,7,0,5,1,2,26.6333,0.613025,126.62505,0.208967,685,0,747,5123,5870,400,3,4
134,2011-05-14,2.0,0,5,0,6,0,2,20.8333,0.500629,138.375,0.13495,928,0,902,2507,3409,194,2,5
106,2011-04-16,2.0,0,4,0,6,0,3,17.2333,0.425492,133.24995,0.340808,577,0,121,674,795,96,2,5
585,2012-08-07,3.0,1,8,0,2,1,2,29.4333,0.697621,105.5625,0.116908,714,0,1278,5995,7273,487,3,1
325,2011-11-21,4.0,0,11,0,1,1,3,17.9,0.445062,136.5,0.138054,865,0,220,2545,2765,801,4,0
58,2011-02-27,1.0,0,2,0,0,0,1,13.7391,0.351109,102.0,0.125248,736,0,694,1708,2402,1207,1,6
263,2011-09-20,3.0,0,9,0,2,1,2,22.4667,0.532217,132.1875,0.134954,736,0,438,3203,3641,600,3,1
386,2012-01-21,1.0,1,1,0,6,0,2,6.9333,0.174875,124.6875,0.222642,798,0,67,1234,1301,1101,1,5
153,2011-06-02,2.0,0,6,0,4,1,1,28.6,0.643942,45.75,0.292287,740,1,736,4232,4968,282,2,3
451,2012-03-26,2.0,1,3,0,1,1,1,17.8333,0.43875,71.68755,0.386821,747,0,795,4763,5558,6,2,0
537,2012-06-20,2.0,1,6,0,3,1,1,31.3,0.720975,88.81245,0.11381199999999997,772,0,872,5339,6211,300,2,2
419,2012-02-23,1.0,1,2,0,4,1,1,18.1667,0.444446,83.18745,0.190913,509,0,516,4546,5062,1203,1,3
152,2011-06-01,2.0,0,6,0,3,1,2,30.5667,0.720967,101.56245,0.207092,694,0,513,3461,3974,281,2,2
445,2012-03-20,1.0,1,3,0,2,1,1,22.4333,0.538533,121.18755,0.121271,605,1,1051,5042,6093,0,2,1
275,2011-10-02,4.0,0,10,0,0,0,2,14.2667,0.345317,118.75005,0.222013,485,0,616,2302,2918,682,4,6
668,2012-10-29,4.0,1,10,0,1,1,3,17.6,0.4394,132.0,0.3582,1028,1,2,20,22,709,4,0
644,2012-10-05,4.0,1,10,0,5,1,1,24.6,0.580187,94.125,0.10635,484,0,1516,6640,8156,685,4,4
127,2011-05-07,2.0,0,5,0,6,0,1,20.8,0.512621,81.1875,0.16045,1014,0,1612,3102,4714,187,2,5
376,2012-01-11,1.0,1,1,0,3,1,2,10.9667,0.282821,127.125,0.131221,715,0,92,2085,2177,1091,1,2
236,2011-08-24,3.0,0,8,0,3,1,1,26.9333,0.630692,90.75,-1.0,935,0,949,4181,5130,504,3,2
573,2012-07-26,3.0,1,7,0,4,1,1,31.0667,0.739263,89.50005,0.28481300000000004,1012,0,1036,5825,6861,406,3,3
645,2012-10-06,4.0,1,10,0,6,0,1,22.1667,0.538521,99.62505,0.268025,755,0,3031,4934,7965,686,4,5
370,2012-01-05,,1,1,0,4,1,1,10.6333,0.278412,78.62505,0.129987,983,0,140,3132,3272,1085,1,3
125,2011-05-05,,0,5,0,4,1,1,18.3667,0.441917,66.62505,0.295392,789,0,614,3819,4433,185,2,3
21,2011-01-21,1.0,0,1,0,5,1,1,7.1,0.157833,68.56245,0.353242,725,0,75,1468,1543,1101,1,4
351,2011-12-17,4.0,0,12,0,-1,0,2,10.3333,0.249371,84.12495,0.243167,660,0,275,2464,2739,897,4,5
659,2012-10-20,4.0,1,10,0,6,0,1,19.3667,0.472842,85.93755,0.117537,988,0,2806,5284,8090,700,4,5
345,2011-12-11,4.0,0,12,0,-1,0,1,8.8333,0.253154,,0.0665417,695,0,377,2366,2743,891,4,6
528,2012-06-11,2.0,1,6,0,1,1,2,28.8333,0.659721,88.18755,0.207713,907,0,1017,5647,6664,291,2,0
493,2012-05-07,2.0,1,5,0,1,1,2,21.5,0.527142,99.62505,0.230721,893,1,1008,5265,6273,187,2,0
270,2011-09-27,4.0,0,9,0,2,1,2,25.4667,0.574525,132.81255,0.118171,903,1,477,3643,4120,607,4,1
82,2011-03-23,2.0,0,3,0,3,1,2,13.8783,0.337939,125.93475,0.234261,516,0,203,1918,2121,3,2,2
642,2012-10-03,4.0,1,10,0,3,1,2,26.3,0.599133,119.0625,0.0665458,727,0,728,6844,7572,683,4,2
611,2012-09-02,3.0,1,9,0,0,0,2,27.8667,0.649,122.25,0.06407080000000001,946,0,2613,3197,5810,582,3,6
720,2012-12-20,4.0,1,12,0,4,1,2,13.2,0.335217,100.18755,0.132463,883,0,314,3814,4128,900,4,3
525,2012-06-08,2.0,1,6,0,5,1,1,25.9667,0.597862,70.18755,0.17538299999999998,968,0,1488,6248,7736,288,2,4
338,2011-12-04,4.0,0,12,0,0,0,1,13.2333,0.3491,116.37495,0.08395830000000001,998,1,634,2851,3485,884,4,6
715,2012-12-15,4.0,1,12,0,6,0,1,12.9667,0.338383,97.56255,0.10635,619,0,767,4280,5047,895,4,5
402,2012-02-06,1.0,1,2,0,1,1,1,11.3044,0.296426,93.3261,0.1538,750,0,206,3578,3784,1186,1,0
43,2011-02-12,1.0,0,2,0,6,0,1,8.9,0.232954,81.62505,0.203367,709,0,288,1184,1472,1192,1,5
46,2011-02-15,1.0,0,2,0,2,1,1,10.6435,0.254274,47.1522,0.291374,565,0,140,1675,1815,1195,1,1
156,2011-06-05,2.0,0,6,0,0,0,2,25.9333,0.616804,97.875,0.138692,495,0,1685,3221,4906,285,2,6
149,2011-05-29,2.0,0,5,0,0,0,1,26.7,0.61555,,0.213938,667,1,2355,2433,4788,209,2,6
199,2011-07-18,3.0,0,7,0,1,1,1,29.8667,0.703925,97.6875,0.215804,840,0,841,3617,4458,398,3,0
123,2011-05-03,2.0,0,5,0,2,1,2,24.6667,0.582079,104.56245,0.342667,666,0,603,3848,4451,183,2,1
520,2012-06-03,2.0,1,6,0,0,0,1,24.1,0.575133,73.99995,0.184087,502,1,2494,5147,7641,283,2,6
294,2011-10-21,4.0,0,10,0,5,1,1,17.1,0.423596,86.12505,0.221396,918,0,676,3628,4304,701,4,4
364,2011-12-30,1.0,0,12,0,5,1,1,12.4667,0.318812,95.50005,0.13433699999999998,918,0,491,2508,2999,910,1,4
289,2011-10-16,4.0,0,10,0,0,0,1,20.4667,0.503154,73.00005,0.281717,576,1,1748,3293,5041,696,4,6
